NbEvaluations;Fbest
8600;27790.0
8700;27520.0
8800;26682.0
8900;27554.0
9000;27244.0
9100;27732.0
9200;27529.0
9300;26615.0
9400;26626.0
9500;27148.0
9600;27130.0
9700;26192.0
9800;27077.0
9900;27029.0
10000;26276.0
100;23192.0
200;25587.0
300;26869.0
400;25245.0
500;26158.0
600;26709.0
700;26788.0
800;27207.0
900;27123.0
1000;26387.0
1100;26906.0
1200;27639.0
1300;26899.0
1400;26951.0
1500;27643.0
1600;27030.0
1700;27245.0
1800;27410.0
1900;26866.0
2000;27632.0
2100;27962.0
2200;28662.0
2300;27693.0
2400;26893.0
2500;27165.0
2600;26697.0
2700;27293.0
2800;28008.0
2900;27441.0
3000;27659.0
3100;27567.0
3200;27181.0
3300;28340.0
3400;27049.0
3500;26378.0
3600;27685.0
3700;26161.0
3800;26786.0
3900;26847.0
4000;26679.0
4100;26608.0
4200;27426.0
4300;27815.0
4400;26947.0
4500;26809.0
4600;26840.0
4700;26687.0
4800;26524.0
4900;27263.0
5000;26937.0
5100;27129.0
5200;27111.0
5300;27194.0
5400;26567.0
5500;27469.0
5600;27148.0
5700;26611.0
5800;27038.0
5900;28476.0
6000;28434.0
6100;26758.0
6200;27082.0
6300;28085.0
6400;27172.0
6500;28638.0
6600;26870.0
6700;26687.0
6800;26853.0
6900;27212.0
7000;26903.0
7100;26394.0
7200;27322.0
7300;26365.0
7400;27878.0
7500;27172.0
7600;28204.0
7700;26542.0
7800;27454.0
7900;27720.0
8000;26657.0
8100;26318.0
8200;26257.0
8300;28189.0
8400;26665.0
8500;27555.0
8600;27274.0
8700;27071.0
8800;26162.0
8900;27254.0
9000;27797.0
9100;26913.0
9200;26138.0
9300;26629.0
9400;27183.0
9500;27500.0
9600;27276.0
9700;28143.0
9800;27002.0
9900;26605.0
10000;26960.0
100;26189.0
200;25127.0
300;25644.0
400;26480.0
500;26123.0
600;27593.0
700;26251.0
800;26297.0
900;26899.0
1000;26346.0
1100;26613.0
1200;27833.0
1300;27587.0
1400;26603.0
1500;26279.0
1600;27304.0
1700;26789.0
1800;27027.0
1900;26719.0
2000;26520.0
2100;27728.0
2200;27697.0
2300;26925.0
2400;27907.0
2500;26718.0
2600;27235.0
2700;27208.0
2800;26696.0
2900;27621.0
3000;27090.0
3100;27952.0
3200;26614.0
3300;28382.0
3400;27017.0
3500;27549.0
3600;28344.0
3700;27198.0
3800;27826.0
3900;26734.0
4000;27365.0
4100;26655.0
4200;26814.0
4300;27684.0
4400;28081.0
4500;28954.0
4600;26281.0
4700;27357.0
4800;27728.0
4900;27555.0
5000;27437.0
5100;26348.0
5200;28543.0
5300;26871.0
5400;26574.0
5500;27306.0
5600;27168.0
5700;26345.0
5800;27722.0
5900;27563.0
6000;26641.0
6100;26912.0
6200;28049.0
6300;27048.0
6400;26713.0
6500;28001.0
6600;27417.0
6700;27209.0
6800;26956.0
6900;27056.0
7000;27731.0
7100;26717.0
7200;26401.0
7300;27047.0
7400;26730.0
7500;27172.0
7600;27138.0
7700;26676.0
7800;27423.0
7900;27528.0
8000;26389.0
8100;26436.0
8200;28004.0
8300;26815.0
8400;26818.0
8500;27889.0
8600;26830.0
8700;26931.0
8800;28095.0
8900;26801.0
9000;27708.0
9100;27727.0
9200;27120.0
9300;27724.0
9400;27531.0
9500;27239.0
9600;27367.0
9700;26664.0
9800;27323.0
9900;27362.0
10000;26898.0
100;26058.0
200;25815.0
300;26566.0
400;26551.0
500;25829.0
600;26510.0
700;27380.0
800;27534.0
900;27448.0
1000;27117.0
1100;26167.0
1200;26743.0
1300;27303.0
1400;26273.0
1500;27446.0
1600;26873.0
1700;27365.0
1800;26907.0
1900;26820.0
2000;28354.0
2100;26992.0
2200;28466.0
2300;26163.0
2400;28195.0
2500;27194.0
2600;27098.0
2700;27077.0
2800;26916.0
2900;26723.0
3000;27300.0
3100;26172.0
3200;26571.0
3300;27739.0
3400;27384.0
3500;27847.0
3600;27314.0
